City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
385,Port Lincoln,AU,2022-11-29 21:47:02,-34.7333,135.8667,59.27,69,67,7.31
386,Zhigalovo,RU,2022-11-29 21:48:30,54.8097,105.1578,-1.05,92,100,6.58
387,Meulaboh,ID,2022-11-29 21:48:31,4.1363,96.1285,75.43,89,99,4.36
388,South Yuba City,US,2022-11-29 21:48:31,39.1166,-121.6391,59.2,38,0,3.44
389,Calbuco,CL,2022-11-29 21:48:31,-41.768,-73.1273,56.41,65,100,15.93
390,Udachnyy,RU,2022-11-29 21:48:32,66.4167,112.4,-1.55,76,100,14.03
391,Teya,RU,2022-11-29 21:48:32,60.3778,92.6267,-18.06,99,98,2.75
392,Grajau,BR,2022-11-29 21:48:32,-5.8194,-46.1386,71.58,98,100,6.53
393,Baruun-Urt,MN,2022-11-29 21:48:33,46.6806,113.2792,-4.65,72,89,15.9
394,Anadyr,RU,2022-11-29 21:48:33,64.75,177.4833,34.3,80,40,13.42
395,College,US,2022-11-29 21:48:33,64.8569,-147.8028,-3.1,76,40,0.0
396,Aviles,ES,2022-11-29 21:48:34,43.5547,-5.9248,52.99,82,40,4.61
397,Moissala,TD,2022-11-29 21:48:34,8.3404,17.7663,73.99,28,64,5.26
398,Fortuna,US,2022-11-29 21:48:34,40.5982,-124.1573,53.92,62,0,1.01
399,Nelson Bay,AU,2022-11-29 21:48:35,-32.7167,152.15,71.1,58,0,1.99
400,Grants Pass,US,2022-11-29 21:45:49,42.439,-123.3284,47.35,73,0,3.44
401,Nuevitas,CU,2022-11-29 21:48:36,21.5453,-77.2644,79.92,72,65,9.62
402,Boende,CD,2022-11-29 21:48:36,-0.2167,20.8667,69.44,99,89,1.3
403,Undory,RU,2022-11-29 21:48:36,54.6085,48.3928,15.04,95,88,3.89
404,Goderich,CA,2022-11-29 21:48:37,43.7501,-81.7165,44.92,81,100,17.27
405,Srednekolymsk,RU,2022-11-29 21:48:37,67.45,153.6833,-15.39,97,100,11.97
406,Berbera,SO,2022-11-29 21:48:37,10.4396,45.0143,76.46,62,0,0.83
407,Hami,CN,2022-11-29 21:48:38,42.8,93.45,7.97,24,0,2.04
408,Turbat,PK,2022-11-29 21:48:38,26.0023,63.044,69.76,24,0,3.27
409,Cafarnaum,BR,2022-11-29 21:48:38,-11.6936,-41.4683,68.16,92,100,9.44
410,Poum,NC,2022-11-29 21:48:39,-20.2333,164.0167,81.93,79,73,10.18
411,Coihueco,CL,2022-11-29 21:45:36,-36.6167,-71.8333,77.74,31,0,5.75
412,Azuaga,ES,2022-11-29 21:48:39,38.2667,-5.6833,42.78,63,68,2.55
413,Kyritz,DE,2022-11-29 21:49:40,52.9421,12.397,39.81,86,100,5.97
414,Bend,US,2022-11-29 21:49:40,44.0582,-121.3153,35.85,75,0,14.97
415,Misratah,LY,2022-11-29 21:48:30,32.3754,15.0925,62.46,59,100,17.43
416,Nalut,LY,2022-11-29 21:49:41,30.3333,10.85,50.43,59,0,9.13
417,Asind,IN,2022-11-29 21:49:41,25.7333,74.3333,57.61,42,99,0.78
418,Ribas Do Rio Pardo,BR,2022-11-29 21:49:41,-20.4431,-53.7592,75.34,69,62,4.21
419,Gidam,IN,2022-11-29 21:49:42,18.9833,81.4,57.81,73,1,2.59
420,Sioux Lookout,CA,2022-11-29 21:49:42,50.1001,-91.917,21.27,68,100,0.0
421,Camacupa,AO,2022-11-29 21:49:42,-12.0167,17.4833,60.69,97,99,4.81
422,Tocopilla,CL,2022-11-29 21:49:43,-22.092,-70.1979,66.2,71,17,7.34
423,Padang,ID,2022-11-29 21:49:43,-0.9492,100.3543,76.37,87,91,2.64
424,Mogapi,BW,2022-11-29 21:49:43,-22.323,27.8349,67.08,54,2,6.33
425,Pangnirtung,CA,2022-11-29 21:49:28,66.1451,-65.7125,1.4,78,100,0.0
426,Ecoporanga,BR,2022-11-29 21:49:44,-18.3733,-40.8306,71.64,97,85,7.27
427,Yar-Sale,RU,2022-11-29 21:47:05,66.8333,70.8333,-0.54,100,96,1.63
428,Krasnyy Yar,RU,2022-11-29 21:49:45,46.5331,48.3456,21.13,43,0,7.63
429,Gamba,GA,2022-11-29 21:49:45,-2.65,10.0,75.83,87,88,1.68
430,Kaputa,ZM,2022-11-29 21:49:45,-8.4689,29.6619,68.32,86,86,4.12
431,Sorong,ID,2022-11-29 21:49:46,-0.8833,131.25,80.26,79,100,1.81
432,Namatanai,PG,2022-11-29 21:49:46,-3.6667,152.4333,83.62,69,91,3.15
433,Kiama,AU,2022-11-29 21:49:46,-34.6833,150.8667,67.37,72,7,1.01
434,Pinheiro Machado,BR,2022-11-29 21:49:47,-31.5783,-53.3811,73.06,75,0,11.52
435,Pacific Grove,US,2022-11-29 21:49:47,36.6177,-121.9166,60.55,67,0,10.0
436,Arman,RU,2022-11-29 21:49:47,59.7,150.1667,5.02,90,100,18.7
437,Breytovo,RU,2022-11-29 21:49:48,58.2993,37.8617,11.57,93,94,4.9
438,Belyy Yar,RU,2022-11-29 21:49:48,53.6039,91.3903,-12.14,76,32,0.0
439,Rondonopolis,BR,2022-11-29 21:49:48,-16.4708,-54.6356,89.92,26,16,7.9
440,Dengfeng,CN,2022-11-29 21:49:49,34.4553,113.0281,24.13,47,100,4.56
441,Mangai,CD,2022-11-29 21:49:49,-4.05,19.5333,67.08,99,100,1.68
442,Coahuayana,MX,2022-11-29 21:49:49,18.7333,-103.6833,85.14,55,50,5.3
443,Verkhnevilyuysk,RU,2022-11-29 21:49:50,63.4453,120.3167,-31.41,99,98,4.27
444,Ambon,ID,2022-11-29 21:49:50,-3.6954,128.1814,78.94,15,40,4.61
445,San Luis,AR,2022-11-29 21:49:51,-33.295,-66.3356,79.11,43,74,14.67
446,Dwarka,IN,2022-11-29 21:49:51,22.2394,68.9678,75.58,46,2,10.27
447,South Lake Tahoe,US,2022-11-29 21:49:52,38.9332,-119.9844,46.27,41,0,8.05
448,Nanhai,CN,2022-11-29 21:49:52,30.1282,111.7784,38.03,50,100,15.86
449,Sandanski,BG,2022-11-29 21:49:52,41.5667,23.2833,43.72,85,100,3.8
450,Kirovsk,UA,2022-11-29 21:49:53,48.6375,38.6428,26.06,50,75,16.46
451,Cabras,IT,2022-11-29 21:49:53,39.93,8.5314,50.4,82,71,7.56
452,Eyl,SO,2022-11-29 21:49:53,7.9803,49.8164,75.92,75,57,15.12
453,Sihora,IN,2022-11-29 21:49:54,23.4833,80.1167,56.39,57,86,4.5
454,Melfort,CA,2022-11-29 21:49:54,52.8667,-104.6177,10.53,79,100,11.5
455,Katsuura,JP,2022-11-29 21:49:54,35.1333,140.3,67.5,87,82,10.92
456,Chumikan,RU,2022-11-29 21:49:55,54.7183,135.315,-6.48,70,100,19.24
457,Nemuro,JP,2022-11-29 21:49:55,43.3236,145.575,39.49,76,100,19.22
458,Launceston,AU,2022-11-29 21:49:56,-41.45,147.1667,60.62,69,40,14.97
459,Leshukonskoye,RU,2022-11-29 21:49:56,64.8989,45.7622,26.04,97,100,5.79
460,Urengoy,RU,2022-11-29 21:50:56,65.9667,78.3667,-1.05,100,98,5.14
461,Aloleng,PH,2022-11-29 21:50:57,16.1307,119.7824,79.05,80,85,8.72
462,Diffa,NE,2022-11-29 21:50:57,13.3154,12.6113,67.98,22,88,8.14
463,Salta,AR,2022-11-29 21:50:57,-24.7859,-65.4117,68.59,81,75,25.32
464,Santana,BR,2022-11-29 21:50:58,-0.0583,-51.1817,75.38,100,75,6.91
465,Nuuk,GL,2022-11-29 21:48:23,64.1835,-51.7216,29.01,93,75,17.27
466,San Jose,US,2022-11-29 21:49:01,37.3394,-121.895,61.75,41,20,8.99
467,Bull Savanna,JM,2022-11-29 21:50:58,17.8868,-77.5902,78.8,70,6,7.99
468,Port Macquarie,AU,2022-11-29 21:47:16,-31.4333,152.9167,68.9,52,43,7.23
469,Ponta Delgada,PT,2022-11-29 21:50:59,37.7333,-25.6667,65.12,88,75,10.36
470,Moron,AR,2022-11-29 21:50:59,-34.6534,-58.6198,91.29,49,71,10.63
471,Kholtoson,RU,2022-11-29 21:50:59,50.2981,103.3097,-15.39,93,93,3.18
472,Castellaneta,IT,2022-11-29 21:51:00,40.6272,16.9369,53.42,100,75,2.3
473,Maningrida,AU,2022-11-29 21:51:00,-12.0667,134.2667,77.41,83,90,6.15
474,Manthani,IN,2022-11-29 21:51:00,18.65,79.6667,60.03,63,1,2.93
475,Biu,NG,2022-11-29 21:51:01,10.6129,12.1946,67.05,27,38,7.85
476,Lunca,RO,2022-11-29 21:51:01,43.8333,24.7667,38.08,84,100,8.55
477,Masuguru,TZ,2022-11-29 21:51:02,-11.3667,38.4167,75.15,72,42,5.84
478,Ushumun,RU,2022-11-29 21:51:02,52.7833,126.5333,-11.51,83,100,11.45
479,Mazyr,BY,2022-11-29 21:51:03,52.0495,29.2456,29.03,97,100,9.13
480,Santiago Del Estero,AR,2022-11-29 21:51:03,-27.7951,-64.2615,98.53,23,76,3.69
481,Canakkale,TR,2022-11-29 21:51:03,40.0833,26.8333,52.52,92,84,5.03
482,Norden,DE,2022-11-29 21:51:04,53.6,7.2,42.94,97,100,8.59
483,Kuroishi,JP,2022-11-29 21:51:04,40.6389,140.5922,46.58,88,100,7.43
484,Bud,US,2022-11-29 21:51:05,39.447,-86.1758,60.78,75,20,18.97
485,Dire Dawa,ET,2022-11-29 21:51:05,9.5931,41.8661,64.45,44,18,1.5
486,Aspindza,GE,2022-11-29 21:51:06,41.5739,43.2483,41.47,70,100,6.29
487,Aklavik,CA,2022-11-29 21:51:06,68.2191,-135.0107,-16.6,76,75,4.61
488,Loncoche,CL,2022-11-29 21:51:07,-39.3667,-72.6333,65.93,55,79,7.31
489,Galle,LK,2022-11-29 21:51:07,6.0367,80.217,77.14,83,55,3.56
490,Kuah,MY,2022-11-29 21:51:07,6.3265,99.8432,78.78,89,20,1.14
491,Staraya Stanitsa,RU,2022-11-29 21:51:08,48.35,40.2833,27.19,50,56,16.22
492,Kampong Chhnang,KH,2022-11-29 21:51:08,12.1667,104.55,74.89,90,8,2.35
493,Belaya Gora,RU,2022-11-29 21:51:08,68.5333,146.4167,-16.01,99,100,4.03
494,Souillac,MU,2022-11-29 21:51:09,-20.5167,57.5167,73.78,78,20,2.3
495,Shimanovsk,RU,2022-11-29 21:51:09,52.0,127.7,-8.09,91,100,10.54
496,Iquique,CL,2022-11-29 21:51:10,-20.2208,-70.1431,69.84,71,46,2.89
497,Yemelyanovo,RU,2022-11-29 21:51:10,56.1681,92.6767,0.41,65,0,8.95
498,Broken Hill,AU,2022-11-29 21:51:11,-31.95,141.4333,63.7,41,10,13.8
499,Tyup,KG,2022-11-29 21:51:11,42.7276,78.3648,31.8,83,90,1.9
500,Santa Maria,BR,2022-11-29 21:51:11,-29.6842,-53.8069,83.5,48,20,17.27
501,Luena,AO,2022-11-29 21:51:12,-11.7833,19.9167,61.07,98,100,3.78
502,Pokrovsk,UA,2022-11-29 21:51:12,48.282,37.1758,28.94,42,92,17.83
503,Conakry,GN,2022-11-29 21:51:13,9.538,-13.6773,81.16,75,56,7.9
504,Am Timan,TD,2022-11-29 21:51:13,11.0297,20.2827,75.31,23,3,6.85
505,Mattru,SL,2022-11-29 21:52:13,7.6244,-11.8332,74.19,93,18,2.33
506,Bagdarin,RU,2022-11-29 21:52:14,54.4333,113.6,-22.22,86,67,4.47
507,Buraydah,SA,2022-11-29 21:52:14,26.326,43.975,72.05,27,100,10.16
508,Vaitape,PF,2022-11-29 21:52:15,-16.5167,-151.75,79.34,77,19,12.88
509,Alice Springs,AU,2022-11-29 21:52:15,-23.7,133.8833,62.15,55,0,0.0
510,Marzuq,YE,2022-11-29 21:52:15,14.4,46.4667,61.03,55,0,0.74
511,Warrnambool,AU,2022-11-29 21:52:16,-38.3833,142.4833,57.27,74,95,6.44
512,Faya,SA,2022-11-29 21:52:16,18.3851,42.4509,53.71,69,2,1.36
513,Sola,VU,2022-11-29 21:48:07,-13.8833,167.55,84.87,74,75,0.0
514,Tiznit,MA,2022-11-29 21:52:17,29.5833,-9.5,61.79,36,0,3.42
515,Elizabeth City,US,2022-11-29 21:52:17,36.2946,-76.2511,55.42,67,0,9.22
516,Santo Andre,BR,2022-11-29 21:52:18,-23.6639,-46.5383,68.13,100,100,11.5
517,Xining,CN,2022-11-29 21:52:18,36.6167,101.7667,9.21,46,100,2.37
518,Montecristo,CO,2022-11-29 21:52:18,8.2971,-74.4733,77.52,94,91,0.22
519,Igarka,RU,2022-11-29 21:52:19,67.4667,86.5833,-3.24,99,99,5.06
520,Lazaro Cardenas,MX,2022-11-29 21:52:02,17.9583,-102.2,82.49,62,5,7.23
521,Cotonou,BJ,2022-11-29 21:47:23,6.3654,2.4183,82.38,78,20,6.91
522,Le Locle,CH,2022-11-29 21:52:19,47.0595,6.7523,38.43,100,100,8.05
523,Kathu,TH,2022-11-29 21:47:47,7.9178,98.3332,85.69,84,64,6.33
524,El Colomo,MX,2022-11-29 21:52:20,19.05,-104.25,82.62,64,26,5.59
525,Manzanillo,CU,2022-11-29 21:48:55,20.3433,-77.1167,85.66,48,19,12.84
526,Pajapan,MX,2022-11-29 21:52:21,18.25,-94.7,82.29,75,93,4.21
527,Maumere,ID,2022-11-29 21:52:21,-8.6199,122.2111,79.41,80,60,4.16
528,Palmer,US,2022-11-29 21:47:28,42.1584,-72.3287,39.45,65,75,0.0
529,Guaiba,BR,2022-11-29 21:52:22,-30.1139,-51.325,78.94,69,20,25.32
530,Kerva,RU,2022-11-29 21:52:22,55.6117,39.5766,13.62,97,85,3.2
531,Russell,US,2022-11-29 21:52:22,32.3502,-85.1999,71.4,64,40,9.22
532,Chaska,US,2022-11-29 21:52:23,44.7894,-93.6022,24.64,90,100,13.8
533,Itoman,JP,2022-11-29 21:52:23,26.1247,127.6694,73.42,96,75,23.02
534,Weligama,LK,2022-11-29 21:52:23,5.9667,80.4167,75.02,88,57,3.71
535,Estevan,CA,2022-11-29 21:52:24,49.1334,-102.9842,14.34,79,75,24.16
536,Celestun,MX,2022-11-29 21:52:24,20.8667,-90.4,85.98,62,50,8.97
537,Ilulissat,GL,2022-11-29 21:52:25,69.2167,-51.1,8.6,83,19,4.16
538,Ailigandi,PA,2022-11-29 21:52:25,9.2333,-78.0167,78.93,83,99,1.72
539,Bonavista,CA,2022-11-29 21:52:25,48.6499,-53.1147,26.98,73,95,24.52
540,Altamont,US,2022-11-29 21:52:26,42.2068,-121.7372,37.4,60,0,10.36
541,Martapura,ID,2022-11-29 21:52:26,-3.4167,114.85,75.29,94,100,4.61
542,Oum Hadjer,TD,2022-11-29 21:52:26,13.2954,19.6966,74.61,19,4,10.47
543,Pilas,ES,2022-11-29 21:52:27,37.3034,-6.301,54.34,65,76,6.58
544,Ketchikan,US,2022-11-29 21:52:27,55.3422,-131.6461,27.07,36,20,12.66
545,Okha,RU,2022-11-29 21:52:27,53.5739,142.9478,21.94,89,100,36.71
546,Biak,ID,2022-11-29 21:52:28,-0.9131,122.8766,77.02,78,69,3.98
547,Golden,US,2022-11-29 21:49:58,39.7555,-105.2211,26.04,73,75,5.01
548,Taldan,RU,2022-11-29 21:52:28,53.6667,124.8,-15.21,78,100,9.44
549,Catamarca,AR,2022-11-29 21:52:29,-28.4696,-65.7852,87.58,44,100,10.56
550,Rzhev,RU,2022-11-29 21:53:29,56.2624,34.3282,14.16,94,99,5.14
551,Batemans Bay,AU,2022-11-29 21:50:34,-35.7167,150.1833,63.1,59,31,4.85
552,Olafsvik,IS,2022-11-29 21:53:30,64.8945,-23.7142,42.33,89,100,21.36
553,Oriximina,BR,2022-11-29 21:53:30,-1.7656,-55.8661,78.46,80,99,2.1
554,San Juan,AR,2022-11-29 21:50:38,-31.5375,-68.5364,95.67,19,6,9.24
555,Lujan,AR,2022-11-29 21:53:30,-34.5703,-59.105,90.12,40,59,3.0
556,Batagay,RU,2022-11-29 21:53:31,67.6333,134.6333,-28.05,96,100,0.78
557,Priyutnoye,RU,2022-11-29 21:53:31,46.1011,43.5072,28.53,55,19,18.39
558,Forestville,US,2022-11-29 21:48:42,38.8451,-76.875,51.24,67,75,5.75
559,Sao Jose Da Coroa Grande,BR,2022-11-29 21:53:32,-8.8978,-35.1478,78.3,79,96,13.49
560,Bardiyah,LY,2022-11-29 21:53:32,31.7561,25.0865,62.58,67,44,8.93
561,Arona,ES,2022-11-29 21:50:47,28.0996,-16.681,62.13,70,40,11.5
562,Fez,MA,2022-11-29 21:53:33,34.0372,-4.9998,46.65,36,0,4.61
563,Kitimat,CA,2022-11-29 21:53:33,54.0524,-128.6534,23.92,48,97,7.38
564,Marsh Harbour,BS,2022-11-29 21:53:33,26.5412,-77.0636,76.87,72,21,17.56
565,Ancud,CL,2022-11-29 21:53:34,-41.8697,-73.8203,52.81,66,95,6.33
566,Bataipora,BR,2022-11-29 21:53:34,-22.2953,-53.2711,77.45,57,57,5.91
567,Zalantun,CN,2022-11-29 21:53:34,48.0,122.7167,-5.04,63,0,17.38
568,Shaoxing,CN,2022-11-29 21:53:35,30.011,120.5715,40.95,86,100,12.86
569,Talcahuano,CL,2022-11-29 21:53:35,-36.7167,-73.1167,65.88,63,0,16.11
570,Camrose,CA,2022-11-29 21:53:35,53.0168,-112.8353,5.94,67,100,6.73
571,Atambua,ID,2022-11-29 21:53:36,-9.1061,124.8925,74.52,87,97,0.85
572,Karla,EE,2022-11-29 21:53:36,59.3723,24.9275,31.98,90,75,4.61
573,Beitbridge,ZW,2022-11-29 21:53:36,-22.2167,30.0,70.38,61,0,13.8
574,Porto Santo,PT,2022-11-29 21:53:37,33.072,-16.3415,64.78,59,75,4.61
575,Kutum,SD,2022-11-29 21:53:37,14.2,24.6667,69.31,22,17,8.88
576,Kungurtug,RU,2022-11-29 21:53:37,50.5994,97.5228,-18.67,96,99,1.12
577,Great Yarmouth,GB,2022-11-29 21:53:38,52.6083,1.7305,44.85,79,97,3.13
578,Catende,BR,2022-11-29 21:53:38,-8.6667,-35.7167,74.28,88,91,4.81
579,Moussoro,TD,2022-11-29 21:53:38,13.6408,16.4901,71.71,17,55,8.48
